school,k_hop,auc_in_khop_neighborhood,count_0_friends_khop_class1,count_0_friends_khop_class2
USFCA72,1,0.59680750636915603,0,0
USFCA72,2,0.79103854621999026,0,0
USFCA72,3,0.56592406265666373,0,0
USFCA72,4,0.64332213417297712,0,0
USFCA72,5,0.55114710771422792,0,0
American75,1,0.57466983602375943,0,0
American75,2,0.79795177466418488,0,0
American75,3,0.56451324047768292,0,0
American75,4,0.62311419772640164,0,0
American75,5,0.53693290847148245,0,0
USF51,1,0.46167246795555472,0,0
USF51,2,0.82763080073606021,0,0
USF51,3,0.36617304255616645,0,0
USF51,4,0.75759702636528892,0,0
USF51,5,0.34900848224810704,0,0
Tulane29,1,0.66211880504646747,0,0
Tulane29,2,0.80240671629176086,0,0
Tulane29,3,0.61746861657219698,0,0
Tulane29,4,0.62325718326696966,0,0
Tulane29,5,0.57477288541474714,0,0
BC17,1,0.62476754083818942,0,0
BC17,2,0.86030147703002036,0,0
BC17,3,0.56197625104591686,0,0
BC17,4,0.68000284509074638,0,0
BC17,5,0.54266624281911469,0,0
Texas84,1,0.62817173646218027,0,0
Texas84,2,0.79154616765639274,0,0
Texas84,3,0.57515660794068535,0,0
Texas84,4,0.61361939700382773,0,0
Texas84,5,0.5529897323287235,0,0
Middlebury45,1,0.63694726003748647,0,0
Middlebury45,2,0.7574659457104338,0,0
Middlebury45,3,0.58747965374371114,0,0
Middlebury45,4,0.58225796175725886,0,0
Middlebury45,5,0.5518392810167374,0,0
Vanderbilt48,1,0.78945912191274781,0,0
Vanderbilt48,2,0.84951588198466732,0,0
Vanderbilt48,3,0.67887808112719217,0,0
Vanderbilt48,4,0.62179943471804222,0,0
Vanderbilt48,5,0.5737201712850124,0,0
Syracuse56,1,0.62978879988400083,0,0
Syracuse56,2,0.80335193146984429,0,0
Syracuse56,3,0.54241321645809215,0,0
Syracuse56,4,0.57558853611671013,0,0
Syracuse56,5,0.50287285575795837,0,0
Yale4,1,0.62629088531068144,0,0
Yale4,2,0.76966369951405478,0,0
Yale4,3,0.58882183518215125,0,0
Yale4,4,0.59304037484216354,0,0
Yale4,5,0.5508264894027779,0,0
Indiana69,1,0.57157812372261807,0,0
Indiana69,2,0.84852325447406729,0,0
Indiana69,3,0.49315666591725171,0,0
Indiana69,4,0.73813929727055139,0,0
Indiana69,5,0.48290962927432224,0,0
Amherst41,1,0.66696940194041199,0,0
Amherst41,2,0.76116415033107132,0,0
Amherst41,3,0.60654973819453528,0,0
Amherst41,4,0.59165225646763642,0,0
Amherst41,5,0.55451608371962358,0,0
Caltech36,1,0.64921507503919962,0,0
Caltech36,2,0.6763094526991712,0,0
Caltech36,3,0.56976592249682678,0,0
Caltech36,4,0.51619316060628695,0,0
Caltech36,5,0.42021018442469948,0,0
Smith60,1,0.75795653790978157,0,0
Smith60,2,0.80772806970936717,0,0
Smith60,3,0.75826204771266137,0,0
Smith60,4,0.69164762764996546,0,0
Smith60,5,0.56064369587163276,0,0
UC33,1,0.60382468110583343,0,0
UC33,2,0.77380776603469381,0,0
UC33,3,0.55991460276409222,0,0
UC33,4,0.62360408109147281,0,0
UC33,5,0.54197129378478059,0,0
Michigan23,1,0.69255690456611352,0,0
Michigan23,2,0.81740195259620241,0,0
Michigan23,3,0.63716925202161645,0,0
Michigan23,4,0.65039320255954269,0,0
Michigan23,5,0.58003596946351077,0,0
UCLA26,1,0.60879266461506487,0,0
UCLA26,2,0.77822580405422459,0,0
UCLA26,3,0.57419444910431161,0,0
UCLA26,4,0.61981426346496293,0,0
UCLA26,5,0.53327726324104541,0,0
Haverford76,1,0.72115894742426656,0,0
Haverford76,2,0.74992815710824634,0,0
Haverford76,3,0.61200085769360002,0,0
Haverford76,4,0.54114608202026626,0,0
Haverford76,5,0.42561497515341218,0,0
Mich67,1,0.67571395093662856,0,0
Mich67,2,0.81100046423658168,0,0
Mich67,3,0.63320088897055637,0,0
Mich67,4,0.65833442275803478,0,0
Mich67,5,0.59108791232363966,0,0
Tennessee95,1,0.63093875469984473,0,0
Tennessee95,2,0.8142646562836916,0,0
Tennessee95,3,0.54499652465709225,0,0
Tennessee95,4,0.61094672225110003,0,0
Tennessee95,5,0.51993341268252258,0,0
UPenn7,1,0.6900761728321001,0,0
UPenn7,2,0.79764356530648617,0,0
UPenn7,3,0.63938038577270273,0,0
UPenn7,4,0.62116098569497868,0,0
UPenn7,5,0.57284116785769956,0,0
Vermont70,1,0.57588945375140743,0,0
Vermont70,2,0.79620635299737286,0,0
Vermont70,3,0.52740195844279913,0,0
Vermont70,4,0.62822573271008908,0,0
Vermont70,5,0.51747649754910319,0,0
UConn91,1,0.60539780609832883,0,0
UConn91,2,0.83779470991932981,0,0
UConn91,3,0.54241993872638761,0,0
UConn91,4,0.68617359999647187,0,0
UConn91,5,0.53124420975047115,0,0
UCF52,1,0.55500165026918391,0,0
UCF52,2,0.77791922666686886,0,0
UCF52,3,0.51215714049672245,0,0
UCF52,4,0.60236883108346861,0,0
UCF52,5,0.51451630314167163,0,0
UF21,1,0.64989273000719117,0,0
UF21,2,0.78994370915124401,0,0
UF21,3,0.58147280317081773,0,0
UF21,4,0.62023385755841953,0,0
UF21,5,0.51994423245553123,0,0
UC64,1,0.51447530606249714,0,0
UC64,2,0.74669470519261549,0,0
UC64,3,0.51794102000647579,0,0
UC64,4,0.63912190102807376,0,0
UC64,5,0.55571736204980171,0,0
Princeton12,1,0.70235648287352703,0,0
Princeton12,2,0.80762137282069957,0,0
Princeton12,3,0.6235292075233122,0,0
Princeton12,4,0.6271724613778149,0,0
Princeton12,5,0.55116004504148519,0,0
Oklahoma97,1,0.6732958832792072,0,0
Oklahoma97,2,0.79408053442337767,0,0
Oklahoma97,3,0.62266690191420948,0,0
Oklahoma97,4,0.62395529922638227,0,0
Oklahoma97,5,0.56699188350485075,0,0
Wesleyan43,1,0.59018529528339281,0,0
Wesleyan43,2,0.74271541815299247,0,0
Wesleyan43,3,0.59738030122869601,0,0
Wesleyan43,4,0.59475009908838683,0,0
Wesleyan43,5,0.56332362267142289,0,0
Columbia2,1,0.69701039351569227,0,0
Columbia2,2,0.79922337039325242,0,0
Columbia2,3,0.6969042490233176,0,0
Columbia2,4,0.69474735468799875,0,0
Columbia2,5,0.6561200351535259,0,0
Howard90,1,0.39748758087847763,0,0
Howard90,2,0.90454155927625901,0,0
Howard90,3,0.29740380308115794,0,0
Howard90,4,0.75261263377446275,0,0
Howard90,5,0.35175815335910898,0,0
Santa74,1,0.59396806159223292,0,0
Santa74,2,0.82333019080064906,0,0
Santa74,3,0.52837974463490844,0,0
Santa74,4,0.62263161950932155,0,0
Santa74,5,0.48944612245601776,0,0
UMass92,1,0.50661761801652094,0,0
UMass92,2,0.83122506209324154,0,0
UMass92,3,0.44677255454968806,0,0
UMass92,4,0.71053999776587851,0,0
UMass92,5,0.49202307646681415,0,0
Trinity100,1,0.64851702876272443,0,0
Trinity100,2,0.78974303135888513,0,0
Trinity100,3,0.61514377092300343,0,0
Trinity100,4,0.60207756883241104,0,0
Trinity100,5,0.55521146466716764,0,0
Tufts18,1,0.67016813967346645,0,0
Tufts18,2,0.77693962009606055,0,0
Tufts18,3,0.64278352359469737,0,0
Tufts18,4,0.62205577240011856,0,0
Tufts18,5,0.58227400708878141,0,0
Carnegie49,1,0.73617301529508961,0,0
Carnegie49,2,0.80592344650012215,0,0
Carnegie49,3,0.65469692027342663,0,0
Carnegie49,4,0.61096993272614974,0,0
Carnegie49,5,0.55420167176262358,0,0
UGA50,1,0.70292774180063811,0,0
UGA50,2,0.79233755014306251,0,0
UGA50,3,0.62497953724544741,0,0
UGA50,4,0.59232648210348016,0,0
UGA50,5,0.54627815826426251,0,0
BU10,1,0.60787742499949371,0,0
BU10,2,0.82142106340304333,0,0
BU10,3,0.56490406617940625,0,0
BU10,4,0.71206021090317961,0,0
BU10,5,0.55921596420488695,0,0
Bowdoin47,1,0.64331045503590789,0,0
Bowdoin47,2,0.75880030360487938,0,0
Bowdoin47,3,0.5952169851121234,0,0
Bowdoin47,4,0.56964008346277173,0,0
Bowdoin47,5,0.51066950208990247,0,0
Berkeley13,1,0.64780289919535672,0,0
Berkeley13,2,0.78216357737521702,0,0
Berkeley13,3,0.61601019683241853,0,0
Berkeley13,4,0.62678202210441925,0,0
Berkeley13,5,0.57164670510529603,0,0
Simmons81,1,0.59071428571428575,0,0
Simmons81,2,0.69263736263736275,0,0
Simmons81,3,0.6378571428571429,0,0
Simmons81,4,0.54741758241758243,0,0
Simmons81,5,0.47829670329670332,0,0
Oberlin44,1,0.59386485541789524,0,0
Oberlin44,2,0.74798202841127481,0,0
Oberlin44,3,0.56622058975517253,0,0
Oberlin44,4,0.55845382325924908,0,0
Oberlin44,5,0.48217443914266833,0,0
Colgate88,1,0.71220412025220847,0,0
Colgate88,2,0.85135108810597204,0,0
Colgate88,3,0.62690329095405073,0,0
Colgate88,4,0.60922882427307212,0,0
Colgate88,5,0.53379270726490635,0,0
UVA16,1,0.73996218644344269,0,0
UVA16,2,0.82240380594272622,0,0
UVA16,3,0.66253433645447457,0,0
UVA16,4,0.64007342563669556,0,0
UVA16,5,0.58316685157566983,0,0
Rice31,1,0.62525537012789545,0,0
Rice31,2,0.75070541271937086,0,0
Rice31,3,0.58901260916643339,0,0
Rice31,4,0.57821351169877022,0,0
Rice31,5,0.53094714752598238,0,0
Wellesley22,1,0.81119906185869251,0,0
Wellesley22,2,0.84623801147547839,0,0
Wellesley22,3,0.78715919085312236,0,0
Wellesley22,4,0.75377978808057955,0,0
Wellesley22,5,0.7195889349583281,0,0
Bucknell39,1,0.73756518873167776,0,0
Bucknell39,2,0.85577335782042341,0,0
Bucknell39,3,0.66702805175372804,0,0
Bucknell39,4,0.64515837971656886,0,0
Bucknell39,5,0.56818836888284852,0,0
Vassar85,1,0.54968118478902106,0,0
Vassar85,2,0.7580013305946337,0,0
Vassar85,3,0.54632805401611351,0,0
Vassar85,4,0.5518544355307522,0,0
Vassar85,5,0.49678331976901913,0,0
Virginia63,1,0.66110464571376037,0,0
Virginia63,2,0.81944587271463776,0,0
Virginia63,3,0.58621695557423026,0,0
Virginia63,4,0.66264128446182013,0,0
Virginia63,5,0.55652743749979616,0,0
Stanford3,1,0.6440008488258796,0,0
Stanford3,2,0.74954720927818907,0,0
Stanford3,3,0.60818179023472763,0,0
Stanford3,4,0.60241374044357854,0,0
Stanford3,5,0.56970902140123114,0,0
Auburn71,1,0.66422078048867217,0,0
Auburn71,2,0.78870596604543652,0,0
Auburn71,3,0.6186556046745757,0,0
Auburn71,4,0.62452634002165486,0,0
Auburn71,5,0.57776507867315574,0,0
Hamilton46,1,0.73603154596532971,0,0
Hamilton46,2,0.8372884139143093,0,0
Hamilton46,3,0.66429021578008363,0,0
Hamilton46,4,0.59881547296757531,0,0
Hamilton46,5,0.527431409272064,0,0
Penn94,1,0.60870724158126088,0,0
Penn94,2,0.80694182021545913,0,0
Penn94,3,0.53647884933460643,0,0
Penn94,4,0.65588628068859012,0,0
Penn94,5,0.52598602402302119,0,0
Bingham82,1,0.60354030841984663,0,0
Bingham82,2,0.80995709577893316,0,0
Bingham82,3,0.57507910732799106,0,0
Bingham82,4,0.65846741142993204,0,0
Bingham82,5,0.57542964846345512,0,0
Temple83,1,0.49681860055227522,0,0
Temple83,2,0.8236676507328442,0,0
Temple83,3,0.45553300587704676,0,0
Temple83,4,0.70476584136271758,0,0
Temple83,5,0.53422577796285831,0,0
Emory27,1,0.71669193239098883,0,0
Emory27,2,0.83355714719036234,0,0
Emory27,3,0.66314595126413045,0,0
Emory27,4,0.61727258136034469,0,0
Emory27,5,0.55976043531930442,0,0
Harvard1,1,0.649999607245067,0,0
Harvard1,2,0.76587591610088135,0,0
Harvard1,3,0.6080094394482578,0,0
Harvard1,4,0.59165618328373115,0,0
Harvard1,5,0.55293593833795163,0,0
Swarthmore42,1,0.6970322849840922,0,0
Swarthmore42,2,0.77998400528521006,0,0
Swarthmore42,3,0.6673151480380396,0,0
Swarthmore42,4,0.59610563465985167,0,0
Swarthmore42,5,0.43164345694466177,0,0
Wisconsin87,1,0.63356159813751867,0,0
Wisconsin87,2,0.79148053643045291,0,0
Wisconsin87,3,0.57852488663638502,0,0
Wisconsin87,4,0.61371746560171325,0,0
Wisconsin87,5,0.54820677045269128,0,0
USC35,1,0.68223743187883112,0,0
USC35,2,0.79329138448865177,0,0
USC35,3,0.6193341800066946,0,0
USC35,4,0.59956656441448086,0,0
USC35,5,0.55392120940918255,0,0
WashU32,1,0.69914622116386926,0,0
WashU32,2,0.78053671115354484,0,0
WashU32,3,0.65010587932911035,0,0
WashU32,4,0.61249245550535214,0,0
WashU32,5,0.56416981188956417,0,0
Northwestern25,1,0.71410815911416392,0,0
Northwestern25,2,0.81931405270076219,0,0
Northwestern25,3,0.66060935406411792,0,0
Northwestern25,4,0.66224483233090115,0,0
Northwestern25,5,0.59675498871855959,0,0
Georgetown15,1,0.59531312805369774,0,0
Georgetown15,2,0.77317636665184897,0,0
Georgetown15,3,0.55072790154330875,0,0
Georgetown15,4,0.58774607800379663,0,0
Georgetown15,5,0.54034568635738867,0,0
JMU79,1,0.56404196615859281,0,0
JMU79,2,0.8450011553052692,0,0
JMU79,3,0.44200130625213108,0,0
JMU79,4,0.68238075197916259,0,0
JMU79,5,0.45806471468112109,0,0
Maryland58,1,0.66408350525280091,0,0
Maryland58,2,0.81927633541752631,0,0
Maryland58,3,0.58310711905290891,0,0
Maryland58,4,0.66379222077633548,0,0
Maryland58,5,0.55101675818072171,0,0
Lehigh96,1,0.70110061081541541,0,0
Lehigh96,2,0.85172589601532078,0,0
Lehigh96,3,0.60739610105080577,0,0
Lehigh96,4,0.62872528910085035,0,0
Lehigh96,5,0.53952101838252298,0,0
Duke14,1,0.72774000835006691,0,0
Duke14,2,0.81628050066560498,0,0
Duke14,3,0.68306889651229274,0,0
Duke14,4,0.65646668315431067,0,0
Duke14,5,0.60431140083193746,0,0
William77,1,0.78109874128060652,0,0
William77,2,0.83990280586245858,0,0
William77,3,0.70170783429455508,0,0
William77,4,0.65298814146496553,0,0
William77,5,0.6066309331245181,0,0
Brandeis99,1,0.6082977559805236,0,0
Brandeis99,2,0.77962525188373744,0,0
Brandeis99,3,0.56441281359688666,0,0
Brandeis99,4,0.55835731292650359,0,0
Brandeis99,5,0.50079028114276158,0,0
Cal65,1,0.602631827418461,0,0
Cal65,2,0.79506399163972286,0,0
Cal65,3,0.55866933443518607,0,0
Cal65,4,0.63234982869820455,0,0
Cal65,5,0.54446526977690157,0,0
Maine59,1,0.55734750079780637,0,0
Maine59,2,0.78945837019304643,0,0
Maine59,3,0.51798908369102026,0,0
Maine59,4,0.6558518071336159,0,0
Maine59,5,0.53766790868367864,0,0
Williams40,1,0.71585275963156147,0,0
Williams40,2,0.78644888706332627,0,0
Williams40,3,0.63194909431468571,0,0
Williams40,4,0.58426346367974635,0,0
Williams40,5,0.51840379566954065,0,0
Dartmouth6,1,0.7101834957482045,0,0
Dartmouth6,2,0.81809346716238129,0,0
Dartmouth6,3,0.69298003680683418,0,0
Dartmouth6,4,0.68689247800389674,0,0
Dartmouth6,5,0.60417393490841964,0,0
Cornell5,1,0.7070529234518752,0,0
Cornell5,2,0.80569243035532079,0,0
Cornell5,3,0.64456774847145559,0,0
Cornell5,4,0.62716818179683298,0,0
Cornell5,5,0.57595842604085412,0,0
UNC28,1,0.66580973826540801,0,0
UNC28,2,0.78638245535206508,0,0
UNC28,3,0.61745647551723892,0,0
UNC28,4,0.61720367884997662,0,0
UNC28,5,0.573552797755292,0,0
UChicago30,1,0.61856936081787173,0,0
UChicago30,2,0.74271959013851796,0,0
UChicago30,3,0.59821952534560086,0,0
UChicago30,4,0.60026773359003671,0,0
UChicago30,5,0.54542729771882659,0,0
MIT8,1,0.73191262462248707,0,0
MIT8,2,0.81513387803925641,0,0
MIT8,3,0.71070437346461635,0,0
MIT8,4,0.65641839791212542,0,0
MIT8,5,0.58504993549535134,0,0
Pepperdine86,1,0.67386573266763339,0,0
Pepperdine86,2,0.8306568433096545,0,0
Pepperdine86,3,0.61879175920997087,0,0
Pepperdine86,4,0.60226532241781239,0,0
Pepperdine86,5,0.52401709068326019,0,0
GWU54,1,0.58534153963911062,0,0
GWU54,2,0.79552541706687274,0,0
GWU54,3,0.57935715547487598,0,0
GWU54,4,0.62099412082902827,0,0
GWU54,5,0.55654569088945882,0,0
UCSD34,1,0.6192021488853251,0,0
UCSD34,2,0.76217431723941986,0,0
UCSD34,3,0.54792758364201077,0,0
UCSD34,4,0.57881974770466904,0,0
UCSD34,5,0.50755669234218415,0,0
Reed98,1,0.54429766965656923,0,0
Reed98,2,0.67116450399519234,0,0
Reed98,3,0.57004941129337405,0,0
Reed98,4,0.54286207126800057,0,0
Reed98,5,0.44262057913597008,0,0
Mississippi66,1,0.69446690556718282,0,0
Mississippi66,2,0.82720757258652711,0,0
Mississippi66,3,0.60621462788474545,0,0
Mississippi66,4,0.60671120904575926,0,0
Mississippi66,5,0.55445751467213145,0,0
Wake73,1,0.77647071668424361,0,0
Wake73,2,0.83677179911878308,0,0
Wake73,3,0.65878402422375915,0,0
Wake73,4,0.61406873750477153,0,0
Wake73,5,0.5673603607683797,0,0
NYU9,1,0.56300659337615622,0,0
NYU9,2,0.78620613966571307,0,0
NYU9,3,0.53271494108851369,0,0
NYU9,4,0.63076505363388202,0,0
NYU9,5,0.53541877468063137,0,0
Villanova62,1,0.71414210546576629,0,0
Villanova62,2,0.85061039826729312,0,0
Villanova62,3,0.65075412865226934,0,0
Villanova62,4,0.68772578171378318,0,0
Villanova62,5,0.55800787336165802,0,0
UCSC68,1,0.50213754410163436,0,0
UCSC68,2,0.75747206953845225,0,0
UCSC68,3,0.52224832529650012,0,0
UCSC68,4,0.60941865568536546,0,0
UCSC68,5,0.53832950534129353,0,0
UCSB37,1,0.54724648312607704,0,0
UCSB37,2,0.78763309931806402,0,0
UCSB37,3,0.48302049307152134,0,0
UCSB37,4,0.58530716782868741,0,0
UCSB37,5,0.48007759125742733,0,0
Johns Hopkins55,1,0.69656759259543011,0,0
Johns Hopkins55,2,0.7773109266420194,0,0
Johns Hopkins55,3,0.61252465374790144,0,0
Johns Hopkins55,4,0.58817429498978879,0,0
Johns Hopkins55,5,0.53696795810453712,0,0
FSU53,1,0.57361215259165099,0,0
FSU53,2,0.79791943583596447,0,0
FSU53,3,0.56356204210447647,0,0
FSU53,4,0.64096589075310062,0,0
FSU53,5,0.54838152680127006,0,0
Texas80,1,0.66899208044661895,0,0
Texas80,2,0.73863974388858822,0,0
Texas80,3,0.58468574551860053,0,0
Texas80,4,0.56522174237390632,0,0
Texas80,5,0.53754704943660714,0,0
Northeastern19,1,0.58096753628779951,0,0
Northeastern19,2,0.82253080288075808,0,0
Northeastern19,3,0.51403742077339754,0,0
Northeastern19,4,0.7131393673196742,0,0
Northeastern19,5,0.51745796095390562,0,0
MU78,1,0.71417564783210163,0,0
MU78,2,0.8392438599178591,0,0
MU78,3,0.64644338549907365,0,0
MU78,4,0.64051651047697655,0,0
MU78,5,0.59089803377148242,0,0
Notre Dame57,1,0.79926081036474661,0,0
Notre Dame57,2,0.9060353320553024,0,0
Notre Dame57,3,0.74432327307120993,0,0
Notre Dame57,4,0.74912841037490319,0,0
Notre Dame57,5,0.63500479261619713,0,0
Rochester38,1,0.69339743480452398,0,0
Rochester38,2,0.77406034710008942,0,0
Rochester38,3,0.62170186498865343,0,0
Rochester38,4,0.60965404091075404,0,0
Rochester38,5,0.52048116978299575,0,0
MSU24,1,0.58638350129627104,0,0
MSU24,2,0.81999305790601285,0,0
MSU24,3,0.4990684702229799,0,0
MSU24,4,0.6444376593757698,0,0
MSU24,5,0.49456875729872352,0,0
Rutgers89,1,0.61116932161873738,0,0
Rutgers89,2,0.79718056868747733,0,0
Rutgers89,3,0.59520867238266206,0,0
Rutgers89,4,0.65183467156064978,0,0
Rutgers89,5,0.57889236692832213,0,0
UIllinois20,1,0.73110720625068981,0,0
UIllinois20,2,0.82055356938889301,0,0
UIllinois20,3,0.65330369746692263,0,0
UIllinois20,4,0.65625930222414786,0,0
UIllinois20,5,0.60818700067039155,0,0
UC61,1,0.56610618891238706,0,0
UC61,2,0.73872331175303974,0,0
UC61,3,0.53438487812148949,0,0
UC61,4,0.60492455079576657,0,0
UC61,5,0.53132600246128214,0,0
Baylor93,1,0.72382990553803928,0,0
Baylor93,2,0.87375663452173313,0,0
Baylor93,3,0.65139825748221925,0,0
Baylor93,4,0.62796874620463927,0,0
Baylor93,5,0.54342892067853277,0,0
Brown11,1,0.61095956088164272,0,0
Brown11,2,0.77241680952512848,0,0
Brown11,3,0.59642281043545586,0,0
Brown11,4,0.60031088600288018,0,0
Brown11,5,0.54581087010121998,0,0
