school,k_hop,auc_in_khop_neighborhood,count_0_friends_khop_class1,count_0_friends_khop_class2
comm1,1,0.70523648648648651,0,0
comm1,2,0.41469594594594594,0,0
comm1,3,0.43707770270270269,0,0
comm1,4,0.32601351351351354,0,0
comm1,5,0.30405405405405406,0,0
comm10,1,0.79449615682956065,0,0
comm10,2,0.68214071645159013,0,0
comm10,3,0.69788801918059373,0,0
comm10,4,0.59770114942528729,0,0
comm10,5,0.5820992877794231,0,0
comm11,1,0.73000479501318616,0,0
comm11,2,0.61430112682809879,0,0
comm11,3,0.64478542315991372,0,0
comm11,4,0.58566291057300413,0,0
comm11,5,0.56995924238791651,0,0
comm12,1,0.67576154992548432,0,0
comm12,2,0.55974366616989568,0,0
comm12,3,0.59371087928464972,0,0
comm12,4,0.5397198211624441,0,0
comm12,5,0.54095976154992553,0,0
comm13,1,0.78284889892498,0,0
comm13,2,0.67048810144172322,0,0
comm13,3,0.70408970721633568,0,0
comm13,4,0.59672765522166249,0,0
comm13,5,0.58475672128616374,0,0
comm14,1,0.69624295954941129,0,0
comm14,2,0.57733614951356893,0,0
comm14,3,0.58794162826420893,0,0
comm14,4,0.52421915002560171,0,0
comm14,5,0.48806963645673324,0,0
comm15,1,0.76895736300385265,0,0
comm15,2,0.60985746938071417,0,0
comm15,3,0.67098822666896663,0,0
comm15,4,0.55420907365878902,0,0
comm15,5,0.56262758035765636,0,0
comm16,1,0.69003188169854845,0,0
comm16,2,0.55069529236195902,0,0
comm16,3,0.58615181115181114,0,0
comm16,4,0.51491656491656501,0,0
comm16,5,0.51948853615520285,0,0
comm17,1,0.70248298548404287,0,0
comm17,2,0.55147796104488656,0,0
comm17,3,0.6226493192827538,0,0
comm17,4,0.53726937168555045,0,0
comm17,5,0.55891762815871648,0,0
comm18,1,0.6513227513227513,0,0
comm18,2,0.50750818846056944,0,0
comm18,3,0.53257747543461831,0,0
comm18,4,0.47306626354245401,0,0
comm18,5,0.47649281934996224,0,0
comm19,1,0.68365330321852069,0,0
comm19,2,0.56846414455110117,0,0
comm19,3,0.61814528182814621,0,0
comm19,4,0.54472381838110739,0,0
comm19,5,0.53979141063540037,0,0
comm2,1,0.70179547228727568,0,0
comm2,2,0.55562060889929743,0,0
comm2,3,0.58938329430132708,0,0
comm2,4,0.48087431693989069,0,0
comm2,5,0.48633879781420775,0,0
comm20,1,0.77527310390650961,0,0
comm20,2,0.67754929549940401,0,0
comm20,3,0.70180619882355244,0,0
comm20,4,0.6165552754489847,0,0
comm20,5,0.59436985792734165,0,0
comm21,1,0.80478571428571422,0,0
comm21,2,0.6885,0,0
comm21,3,0.71834285714285706,0,0
comm21,4,0.65831428571428563,0,0
comm21,5,0.65114285714285713,0,0
comm22,1,0.81576245453453189,0,0
comm22,2,0.71308422443830344,0,0
comm22,3,0.70768298144244324,0,0
comm22,4,0.6072493528338776,0,0
comm22,5,0.57007416469149019,0,0
comm23,1,0.72335239651416128,0,0
comm23,2,0.59282407407407411,0,0
comm23,3,0.61483297022512706,0,0
comm23,4,0.53553013798111837,0,0
comm23,5,0.53459513435003636,0,0
comm24,1,0.75188590287600188,0,0
comm24,2,0.64438943894389444,0,0
comm24,3,0.69120304887631612,0,0
comm24,4,0.59516512875777372,0,0
comm24,5,0.59051211243573332,0,0
comm25,1,0.72592671358234728,0,0
comm25,2,0.60681050705024098,0,0
comm25,3,0.65867875647668384,0,0
comm25,4,0.57784587425566469,0,0
comm25,5,0.58294022117392319,0,0
comm26,1,0.76114474038202851,0,0
comm26,2,0.63540489642184561,0,0
comm26,3,0.64284369114877593,0,0
comm26,4,0.5405972558514931,0,0
comm26,5,0.53372343287597523,0,0
comm27,1,0.49695121951219512,0,0
comm27,2,0.49216027874564461,0,0
comm27,3,0.46646341463414631,0,0
comm27,4,0.94076655052264802,0,0
comm27,5,0.27831010452961669,0,0
comm28,1,0.75852355038232344,0,0
comm28,2,0.69464022523714153,0,0
comm28,3,0.7106480606679012,0,0
comm28,4,0.64274151896501774,0,0
comm28,5,0.62187748006500132,0,0
comm29,1,0.77629691904455767,0,0
comm29,2,0.66551481133475099,0,0
comm29,3,0.69084738638049548,0,0
comm29,4,0.61479402601256117,0,0
comm29,5,0.59150140942584439,0,0
comm3,1,0.73828125,0,0
comm3,2,0.328125,0,0
comm3,3,0.50390625,0,0
comm3,4,0.03125,0,0
comm3,5,0.0859375,0,0
comm30,1,0.76451772815258956,0,0
comm30,2,0.6299277654501676,0,0
comm30,3,0.68738492044757094,0,0
comm30,4,0.59386950568906105,0,0
comm30,5,0.60113623845270125,0,0
comm31,1,0.83275658701578692,0,0
comm31,2,0.74902942577938869,0,0
comm31,3,0.78133372911410204,0,0
comm31,4,0.72475140020466022,0,0
comm31,5,0.72631369271268653,0,0
comm32,1,0.77212814391205364,0,0
comm32,2,0.63143079229359833,0,0
comm32,3,0.69721559047248893,0,0
comm32,4,0.61341680084392869,0,0
comm32,5,0.62812725556604299,0,0
comm33,1,0.68394146640863285,0,0
comm33,2,0.58639017801410009,0,0
comm33,3,0.65220758778055443,0,0
comm33,4,0.5859961336681927,0,0
comm33,5,0.60080541620477357,0,0
comm34,1,0.66139125602659754,0,0
comm34,2,0.53361712674562156,0,0
comm34,3,0.58579554244903242,0,0
comm34,4,0.48875982331452605,0,0
comm34,5,0.50820438177449545,0,0
comm35,1,0.73132364493322854,0,0
comm35,2,0.64335652564246426,0,0
comm35,3,0.68234204915273255,0,0
comm35,4,0.61644877118168551,0,0
comm35,5,0.62015486477387505,0,0
comm36,1,0.69719011949349019,0,0
comm36,2,0.55904449794899236,0,0
comm36,3,0.62447298020331732,0,0
comm36,4,0.54007981095059754,0,0
comm36,5,0.55799447119671841,0,0
comm37,1,0.63919836956521736,0,0
comm37,2,0.55125679347826095,0,0
comm37,3,0.59510869565217395,0,0
comm37,4,0.53182744565217399,0,0
comm37,5,0.53254076086956526,0,0
comm38,1,0.75693673695893438,0,0
comm38,2,0.6806659267480577,0,0
comm38,3,0.68428412874583788,0,0
comm38,4,0.60167221605623378,0,0
comm38,5,0.5557380688124306,0,0
comm39,1,0.71217414168732618,0,0
comm39,2,0.61254058881960616,0,0
comm39,3,0.65481973973071561,0,0
comm39,4,0.57747977862920385,0,0
comm39,5,0.58200402340587154,0,0
comm4,1,0.6609062980030721,0,0
comm4,2,0.46628264208909376,0,0
comm4,3,0.46100870455709164,0,0
comm4,4,0.3194572452636969,0,0
comm4,5,0.28581669226830519,0,0
comm40,1,0.72482570739286878,0,0
comm40,2,0.63247209273797844,0,0
comm40,3,0.68034480291135102,0,0
comm40,4,0.604936416421328,0,0
comm40,5,0.59819522816486748,0,0
comm41,1,0.70772665632821896,0,0
comm41,2,0.59882839494154982,0,0
comm41,3,0.66002972384008118,0,0
comm41,4,0.59252171700475453,0,0
comm41,5,0.60546999617368213,0,0
comm42,1,0.66277618235188163,0,0
comm42,2,0.62448525437917923,0,0
comm42,3,0.64013055411319641,0,0
comm42,4,0.59264679390041008,0,0
comm42,5,0.58860936556211385,0,0
comm43,1,0.6926719617274264,0,0
comm43,2,0.56662184129084947,0,0
comm43,3,0.64007297530708662,0,0
comm43,4,0.56425105448408064,0,0
comm43,5,0.58213288851989731,0,0
comm44,1,0.73452308065153893,0,0
comm44,2,0.6137386956466282,0,0
comm44,3,0.65669204964349037,0,0
comm44,4,0.56766986823811538,0,0
comm44,5,0.56513157055574692,0,0
comm45,1,0.662600039968406,0,0
comm45,2,0.53114918683326517,0,0
comm45,3,0.61564430021982619,0,0
comm45,4,0.51084856732297323,0,0
comm45,5,0.52810397495313222,0,0
comm46,1,0.68216065423149885,0,0
comm46,2,0.594954043182926,0,0
comm46,3,0.64965948821534658,0,0
comm46,4,0.58146595408175783,0,0
comm46,5,0.59730886978843378,0,0
comm47,1,0.69990158822126036,0,0
comm47,2,0.6235408643195528,0,0
comm47,3,0.64683378207968378,0,0
comm47,4,0.58398657169148982,0,0
comm47,5,0.56926314713199966,0,0
comm48,1,0.73382811580557861,0,0
comm48,2,0.6382870424855831,0,0
comm48,3,0.67542662116040963,0,0
comm48,4,0.60152259621042725,0,0
comm48,5,0.59535718488878431,0,0
comm49,1,0.77721422782447824,0,0
comm49,2,0.66792113688704147,0,0
comm49,3,0.71597770153390794,0,0
comm49,4,0.63118116987850015,0,0
comm49,5,0.63167638565845929,0,0
comm5,1,0.60230263157894748,0,0
comm5,2,0.46759868421052631,0,0
comm5,3,0.48552631578947375,0,0
comm5,4,0.41069078947368415,0,0
comm5,5,0.41282894736842113,0,0
comm50,1,0.71750709815055924,0,0
comm50,2,0.61714411206450293,0,0
comm50,3,0.6784388774725878,0,0
comm50,4,0.59342013208050326,0,0
comm50,5,0.6015372790161414,0,0
comm51,1,0.73079714138741902,0,0
comm51,2,0.61305849500293941,0,0
comm51,3,0.66061783509700178,0,0
comm51,4,0.55650628306878303,0,0
comm51,5,0.55319481187536745,0,0
comm52,1,0.67758564181486558,0,0
comm52,2,0.59010915412676701,0,0
comm52,3,0.62718522001823973,0,0
comm52,4,0.5652195907432741,0,0
comm52,5,0.57666438668490649,0,0
comm53,1,0.69486080039771314,0,0
comm53,2,0.57721849366144662,0,0
comm53,3,0.63337061894108881,0,0
comm53,4,0.55418220233656479,0,0
comm53,5,0.53289833457618696,0,0
comm54,1,0.73240613553113554,0,0
comm54,2,0.60051129426129424,0,0
comm54,3,0.6453048687423687,0,0
comm54,4,0.55098252442002438,0,0
comm54,5,0.55478479853479845,0,0
comm55,1,0.81360544217687081,0,0
comm55,2,0.72944066515495087,0,0
comm55,3,0.77044595616024192,0,0
comm55,4,0.68456160241874531,0,0
comm55,5,0.67777777777777781,0,0
comm56,1,0.81884286074036772,0,0
comm56,2,0.71376857214807354,0,0
comm56,3,0.72767145135566191,0,0
comm56,4,0.63388734995383189,0,0
comm56,5,0.60471753546545792,0,0
comm57,1,0.70255281329848507,0,0
comm57,2,0.61221473802382076,0,0
comm57,3,0.64951148064340714,0,0
comm57,4,0.57738544206470321,0,0
comm57,5,0.57280867933133361,0,0
comm58,1,0.76702640168112302,0,0
comm58,2,0.65308951086470546,0,0
comm58,3,0.70878649512653125,0,0
comm58,4,0.60805114347670575,0,0
comm58,5,0.61841494902977734,0,0
comm59,1,0.77563724244290988,0,0
comm59,2,0.64703855117540365,0,0
comm59,3,0.69002468412504903,0,0
comm59,4,0.59298548676836127,0,0
comm59,5,0.5751638069554954,0,0
comm6,1,0.69691252144082338,0,0
comm6,2,0.48765008576329333,0,0
comm6,3,0.57375643224699835,0,0
comm6,4,0.41234991423670669,0,0
comm6,5,0.4284734133790738,0,0
comm60,1,0.72041456807081805,0,0
comm60,2,0.61102525946275954,0,0
comm60,3,0.65071574837199841,0,0
comm60,4,0.56501354548229554,0,0
comm60,5,0.56545075295075287,0,0
comm61,1,0.76952950909171935,0,0
comm61,2,0.66246991710491132,0,0
comm61,3,0.71060254924681354,0,0
comm61,4,0.62306410999197792,0,0
comm61,5,0.62881189277119176,0,0
comm62,1,0.81877955609977793,0,0
comm62,2,0.7392903155530347,0,0
comm62,3,0.77261288129481542,0,0
comm62,4,0.70488786054216079,0,0
comm62,5,0.692098215459507,0,0
comm63,1,0.72634676324128566,0,0
comm63,2,0.37732005432322319,0,0
comm63,3,0.46423721140787688,0,0
comm63,4,0.2901765504753282,0,0
comm63,5,0.26980534178361248,0,0
comm64,1,0.74957376391535457,0,0
comm64,2,0.60232173302577474,0,0
comm64,3,0.66460652559088029,0,0
comm64,4,0.51778908835623305,0,0
comm64,5,0.53156654297462635,0,0
comm65,1,0.7021959190180137,0,0
comm65,2,0.58610978266645408,0,0
comm65,3,0.60376481215792555,0,0
comm65,4,0.53993304638928752,0,0
comm65,5,0.5351772145172432,0,0
comm66,1,0.73263016420265292,0,0
comm66,2,0.60502249751650794,0,0
comm66,3,0.64813786789769967,0,0
comm66,4,0.51706792107364774,0,0
comm66,5,0.51813436179123085,0,0
comm67,1,0.75758063823390454,0,0
comm67,2,0.6666774041145902,0,0
comm67,3,0.74565133359103197,0,0
comm67,4,0.63677361164798352,0,0
comm67,5,0.66826654640724992,0,0
comm68,1,0.71687053199658246,0,0
comm68,2,0.57875798968235947,0,0
comm68,3,0.65480462455252375,0,0
comm68,4,0.56547808312514192,0,0
comm68,5,0.5911705222629593,0,0
comm69,1,0.70423368935786901,0,0
comm69,2,0.57420923948011837,0,0
comm69,3,0.63038476386565434,0,0
comm69,4,0.55217089177712009,0,0
comm69,5,0.54886115043108985,0,0
comm7,1,0.76058963063368346,0,0
comm7,2,0.64452727888851236,0,0
comm7,3,0.66280498136225019,0,0
comm7,4,0.5766265672653339,0,0
comm7,5,0.54371399525584552,0,0
comm70,1,0.49756944444444445,0,0
comm70,2,0.4211805555555555,0,0
comm70,3,0.40972222222222215,0,0
comm70,4,0.36944444444444446,0,0
comm70,5,0.35555555555555557,0,0
comm71,1,0.77132352941176474,0,0
comm71,2,0.59080882352941178,0,0
comm71,3,0.60735294117647054,0,0
comm71,4,0.48455882352941182,0,0
comm71,5,0.44779411764705879,0,0
comm72,1,0.72145345943255357,0,0
comm72,2,0.53558984569437529,0,0
comm72,3,0.57499585199933634,0,0
comm72,4,0.46085946573751452,0,0
comm72,5,0.46275095404015265,0,0
comm73,1,0.7173144633747468,0,0
comm73,2,0.63903042544362809,0,0
comm73,3,0.67671288047059974,0,0
comm73,4,0.61467664575654768,0,0
comm73,5,0.61213508994605681,0,0
comm74,1,0.77804942513545661,0,0
comm74,2,0.63025071268100219,0,0
comm74,3,0.70449225018407002,0,0
comm74,4,0.56695425626309726,0,0
comm74,5,0.60171987388850079,0,0
comm75,1,0.71459360618014456,0,0
comm75,2,0.60711497370151224,0,0
comm75,3,0.6462647928994083,0,0
comm75,4,0.57047789283366201,0,0
comm75,5,0.56236028928336623,0,0
comm76,1,0.5717592592592593,0,0
comm76,2,0.37962962962962965,0,0
comm76,3,0.33333333333333337,0,0
comm76,4,0.10416666666666669,0,0
comm76,5,0.099537037037037035,0,0
comm77,1,0.625,0,0
comm77,2,0.41346153846153844,0,0
comm77,3,0.39102564102564102,0,0
comm77,4,0.22435897435897434,0,0
comm77,5,0.08974358974358973,0,0
comm78,1,0.85775559455901718,0,0
comm78,2,0.78312856516015794,0,0
comm78,3,0.79598508117595435,0,0
comm78,4,0.71228609039052215,0,0
comm78,5,0.6910048266783676,0,0
comm79,1,0.72472926759760625,0,0
comm79,2,0.61119549729267586,0,0
comm79,3,0.6545041322314048,0,0
comm79,4,0.5920988885722428,0,0
comm79,5,0.59533770304930167,0,0
comm8,1,0.67809466019417475,0,0
comm8,2,0.53812702265372159,0,0
comm8,3,0.5280643203883495,0,0
comm8,4,0.42789239482200647,0,0
comm8,5,0.39735032362459555,0,0
comm80,1,0.80657487051424337,0,0
comm80,2,0.69591079356270802,0,0
comm80,3,0.72900480947095814,0,0
comm80,4,0.63423742138364769,0,0
comm80,5,0.62622549019607843,0,0
comm81,1,0.70010835555230899,0,0
comm81,2,0.56131950278193754,0,0
comm81,3,0.63621632151162077,0,0
comm81,4,0.53514859320403718,0,0
comm81,5,0.56918684636643657,0,0
comm82,1,0.67910320000380442,0,0
comm82,2,0.55012102852849287,0,0
comm82,3,0.60475982138186524,0,0
comm82,4,0.53379525492079649,0,0
comm82,5,0.54139461006938339,0,0
comm83,1,0.73790366826156295,0,0
comm83,2,0.61092567783094087,0,0
comm83,3,0.68600446570972884,0,0
comm83,4,0.60798086124401918,0,0
comm83,5,0.62793748006379579,0,0
comm84,1,0.80630398571256845,0,0
comm84,2,0.70278707949101027,0,0
comm84,3,0.75033743753541804,0,0
comm84,4,0.64670633489602114,0,0
comm84,5,0.65711538131300118,0,0
comm85,1,0.85117647058823531,0,0
comm85,2,0.71411764705882352,0,0
comm85,3,0.69647058823529417,0,0
comm85,4,0.62235294117647066,0,0
comm85,5,0.54470588235294115,0,0
comm9,1,0.70144764674775251,0,0
comm9,2,0.49186938127974617,0,0
comm9,3,0.54339635113696449,0,0
comm9,4,0.46787414066631411,0,0
comm9,5,0.48611845584346908,0,0
